AuthorID,Author,Date,Content,Attachments,Reactions
"732474104996954122","an0nkar","2023-04-13T15:29:13.5910000-04:00","Committed to UChicago on fullride for computer science (machine learning specialization) and business economics! GO MAROONS :elmorise:❤️!!!","","🤑 (40),💸 (25),💰 (23),alphau (34),alphac (30),alphah (30),alphai (28),alphar (20),alphaa (22),alphaq (19),📈 (8),🤖 (8),👍🏻 (3)"
"325425415386562561","duckinahoodie","2023-04-13T19:27:33.0650000-04:00","Committed to UC San Diego for Theatre!
 (and possibly a double major!)

Go Tritons! 🔱 🎭","","alphau (31),🇨 (25),🇸 (24),alphad (23),alphac (11),alphas (11),🔱 (9),🎭 (8),🎉 (2),🥳 (2),🎊 (2)"
"211226876121841664","etherite1","2023-04-13T19:55:43.8190000-04:00","Committed to Yale to study CS and Math! Boola boola 💙","","alphay (74),alphaa (34),alphal (33),alphae (30),💙 (22),🐶 (18),💻 (7),🧮 (7),heartlove (7),orz (11),🇪 (1),🇹 (1),🇭 (1),🇴 (1),🇷 (1),🇿 (1),blobheart (1)"
"416487151077949450",".firestarxyz","2023-04-14T14:51:38.1260000-04:00","Officially committed to Yale for computer science :)) Boola boola 🐶💙🤍","","alphay (88),alphaa (48),alphal (44),alphae (43),alphas (20),alphau (20),alphac (20),alphak (20),🇸 (17),alphaj (18),🇰 (17),🎉 (20),🐶 (10),💙 (12),🤍 (10),💻 (10),🥵 (5)"
"757550714754170900","chrlsty","2023-04-15T22:16:07.6840000-04:00","Committed to Case Western Reserve University for Neuroscience with a minor in CS and spanish (considering a minor in chemistry as well)!! Go Spartans 🤍💙🤍💙","","🇨 (29),🅰️ (25),🇸 (26),🇪 (25),🇼 (21),alphae (19),alphas (18),alphat (18),3️⃣ (18),alphar (18),alphan (18),approve (8),🤍 (6),💙 (7),🧠 (8),💻 (6),🇪🇸 (7),🧪 (6)"
"793265503493554216","boba.23","2023-04-15T23:09:10.9940000-04:00","Officially committed to Stanford University for Political Science and Economics on the Pre-Law Track with a minor in South Asian Studies:) FEAR THE TREE! ❤️🌲","","alphas (68),🌲 (26),🎉 (20),🗑️ (8),🤓 (12),📜 (8),📈 (8),🌏 (8)"
"579043011313401875","squishyalmighty","2023-04-16T14:31:56.1990000-04:00","Committed to UC San Diego for cognitive science with a possible minor in music! GO TRITONS!!! 🔱 🧜‍♂️💛 💙","","alphau (31),alphac (28),alphas (27),alphad (27),🔱 (22),🧜‍♂️ (8),💛 (7),💙 (13),🧠 (8),🎵 (9),b4m (9)"
"759209675706073128","krispygiraffe04","2023-04-16T15:50:02.6940000-04:00","Committed to William and Mary for either Biology or Math on a Pre-Med Track! Go Tribe!","","🔥 (24),alphaw (17),🇦 (15),🇳 (14),🇩 (15),alpham (14),🧑‍⚕️ (9),💀 (1),💚 (3),💛 (3)"
"504414729830137857","jitslayer","2023-04-16T20:11:59.0290000-04:00","Committed to Pitt for Physics and Quantum Computing!! HAIL TO PITT!!","","alphap (25),alphai (21),alphat (20),🇹 (21),❤️ (14),👨‍🔬 (9),🎱 (9),🥳 (9),🥑 (9),🍑 (9),🍒 (9),🖥️ (8)"
"470623947080073226","farway.","2023-04-16T20:24:15.2480000-04:00","Committed to Appalachian State University, majoring in Political Science with a minor in either Community and Regional Planning or Geography! ROLL 'NEERS 💛🖤","","alphaa (26),alphap (20),🇵 (18),alphas (19),alphat (17),🅰️ (17),🇹 (17),alphae (17),🎊 (12),🎉 (7)"
"879290509401665536","eynahs","2023-04-17T13:21:59.9050000-04:00","Committed to Dartmouth for CS + Econ + Math 🌲 🟢 🐐 GO BIG GREEN 💯","","alphad (36),alphaa (33),alphar (29),alphat (29),alpham (27),alphao (26),alphau (25),🇹 (25),alphah (27),1️⃣ (20),🎉 (22),🟢 (18),🔥 (11),🎄 (12),💻 (10),📈 (10),🐐 (9)"
"385624812917358604","ennuii_","2023-04-17T16:15:57.5580000-04:00","Committed to Northwestern for Computer Engineering! Go Wildcats! :demonic_cat:","","alphan (33),alphaw (23),alphau (22),demonic_cat (15),💜 (13),🤍 (9),💻 (9),😹 (5),🎉 (5),🎊 (4),🥳 (4),🪩 (2)"
"689270299149205564","beehehe","2023-04-17T18:22:55.7340000-04:00","Committed to Skidmore for English with a minor in Film and Media Studies! Go Thoroughbreds!!! 💚💛🐎","","🇸 (28),🇰 (23),ℹ️ (22),🇩 (22),🇲 (20),🇴 (20),🇷 (20),🇪 (20),🐎 (13),🎦 (9),📘 (6),📝 (4),🎥 (6),💚 (5),💛 (5)"
"925955250383388732","wangwangman2f5","2023-04-17T23:48:29.4370000-04:00","Committed to UCLA for Biz and Poli Sci, USC sucks. GO BRUINS!","","alphau (29),alphac (27),alphal (29),alphaa (28),🎉 (18),👔 (10),📜 (11),🐻 (12),💙 (10),💛 (11),☹️ (1)"
"730065416873050195","jaju2911","2023-04-18T03:47:50.5090000-04:00","Committed to UCSD for Math - CS! Go Tritons🔱","","alphau (33),alphac (30),alphas (28),alphad (28),duckcool (13),math (11),PusheenCompute (12),💻 (11),🔱 (9),🧜‍♂️ (8),💙 (8),💛 (7),alphay (8),🧮 (6),B4M (3),🫡 (2),👋 (2),Nerd (3),disappointment (2)"
"698235045885902889","jay.esh","2023-04-18T12:16:45.8090000-04:00","Committed to Azim Premji University for Physics...❤️","","alphaa (33),alphaz (24),alphai (24),alpham (23),⚛️ (16),🇮🇳 (24),🥳 (6)"
"733461457756225588","rovarue","2023-04-18T23:23:39.9960000-04:00","committed to James Madison University for Bio + Theatre 💜","","👍 (17),alphaj (14),alpham (13),alphau (13),🧬 (10),🎭 (11),💜 (8),👴 (6),🎉 (4),🎊 (4),🥳 (4)"
"655173813910241305","codingperson","2023-04-18T23:38:59.9860000-04:00","Committed to Georgia Tech to study computer science!! Go Yellowjackets! 🖥️ 🐝 💛","","🐝 (30),alphag (31),alphaa (29),alphat (27),alphae (25),alphac (24),alphah (24),💻 (12),💛 (12)"
"373979970126479366","theredchicken","2023-04-20T15:56:09.8530000-04:00","Committed to the University of Toronto for Astronomy and Physics! This whole process was a wild ride and im very happy that I am able to go to my top choice! 🇨🇦 💙 🤍","","alphau (30),alphat (25),⭕ (18),alphar (18),🇴 (16),alphan (15),🇹 (16),🅾️ (17),🇨🇦 (19),💙 (10),🤍 (10),🌠 (10),⚛️ (10),1984 (2)"
"524542052491460619","destaq_","2023-04-20T16:03:27.5100000-04:00","Committed to Cornell for Computer Science! Extremely excited!","","🌽 (35),alphac (22),alphao (20),alphar (18),alphan (18),alphae (17),alphal (19),🇱 (17),💻 (11),🐻 (5),❤️ (3),🤍 (3),b4m (3)"
"236614912284033024","justanokapi","2023-04-20T20:31:36.1470000-04:00","UTD for CogSci","","🔥 (22),alphau (10),alphat (9),alphad (9),🎉 (8),🧠 (6),🧡 (4),🤍 (4),💚 (4),☄️ (4)"
"864520862316494868","jae_lyn","2023-04-20T22:48:26.4580000-04:00","Committed to College of Engineering @ Cornell University","","🥳 (39),🌽 (28),alphac (21),alphao (19),alphar (18),alphan (19),alphae (18),alphal (20),🇱 (19),roohappy (5),👨‍🔬 (5),🐻 (6),❤️ (4),🤍 (3),🔥 (5),B4M (5),surprised (6),🌲 (6)"
"371727906226831381","danielsssan","2023-04-20T22:50:03.2610000-04:00","committed to Colby College for computer science and music! go mules!","","🎼 (10),alphac (14),alphao (14),alphal (13),alphab (13),alphay (13),❕ (7),🖥️ (6),🎉 (7),🎵 (3),💙 (3),🤍 (3)"
"912599936284123206","harrypotter6598","2023-04-21T02:40:32.5810000-04:00","Committed to Virginia Tech University for Computer Science! Let's go Hokies🥳😍🧙","","alphav (26),alphat (22),alphae (18),alphac (18),alphah (16),peepocelebrate (10),lofe1 (9),lofe2 (8),lofe3 (8),💻 (6),🦃 (1)"
"333867545427968000","abba.hehe","2023-04-21T08:34:41.4100000-04:00","Committed to the University of Southern California for Math + Econ/Finance! Fuck UCLA and FIGHT ON!!! ❤️💛","","🤑 (24),alphau (25),alphas (26),alphac (23),🖕 (18),🇺 (16),🇨 (17),🇱 (14),🇦 (14),❤️ (12),💛 (8),📜 (7),💸 (8),a2cdot (2)"
"658070572445466633","letegu","2023-04-21T08:53:48.7870000-04:00","Committed to the University of Wisconsin-Madison for Computer Engineering. #FutureBadger","","❤️ (20),alphau (20),alphaw (20),alpham (18),alphaa (15),alphad (15),alphai (15),alphas (15),alphao (15),alphan (15),🦡 (11),💻 (11)"
"282429066580328448","hargun02","2023-04-21T14:37:47.9850000-04:00","Purdue '27 for Computer Science and Mathematics!
BOILER UPPPP 🚂","","alphap (33),alphau (24),alphar (23),alphad (23),🇪 (21),🚂 (16),🖤 (11),💛 (11),💻 (11),🧮 (11)"
"310887793553309698","katep","2023-04-21T15:58:09.2690000-04:00","committed to the university of pittsburgh honors college for a psychology and neuroscience double major (hopefully!) on a full ride 💙💛 hail to pitt!","","amongustwerk (20),😸 (33),🥑 (22),🍑 (17),alphap (31),alphai (29),alphat (29),🇹 (29),🧠 (14),💙 (17),💛 (17),💗 (14),alphaw (13),eyeshake (10),check (9),Nerd (9)"
"733003867448541197","sarawqmt","2023-04-21T23:56:47.8050000-04:00","commited to University of Wisconsin-Madison for compter science! ON WISCONSIN!!:blobrainbow:","","alphaw (26),alphai (17),alphas (18),alphac (16),alphao (17),alphan (17),🇸 (13),🇮 (12),🇳 (13),💻 (10),🦡 (9),❤️ (9),🤍 (7),alphay (5)"
"999065924453814352","tako_luka","2023-04-22T13:14:59.9480000-04:00","committed to University of Pennsylvania for chemistry! ❤️ 💙","","💀 (23),🦅 (16),🙏 (15),alphau (22),alphap (23),alphae (23),alphan (24),🇳 (22),🎉 (12),🇮 (7),🇸 (7),❤️ (7),💙 (6),🧪 (7),clueless (1)"
"598984491981078534","kwir","2023-04-23T13:15:50.0480000-04:00","committed to University of Wisconsin-Madison for comp sci!","","alphau (24),alphaw (21),alpham (20),alphaa (19),alphad (19),alphai (18),alphas (16),alphao (16),alphan (16),🦡 (8),❤️ (9),🤍 (8),💻 (9),swing (4)"
"568204842749657101","a_m.a.n","2023-04-23T13:29:37.2500000-04:00","Committed to the University of Pittsburgh for Premed! H2P!","","🇵 (22),🇮 (20),🇹 (19),alphat (19),🥼 (13),🎉 (9),💙 (8),😳 (6),alphaw (6)"
"498665079667949621","seaweed30","2023-04-23T21:08:08.3960000-04:00","committed to University of Michigan college of engineering!!! 💙 💛","","🎉 (29),alphau (22),alpham (20),alphai (21),alphac (21),alphah (19),⚙️ (11),👷 (10),💙 (14),💛 (13)"
"629243339379834880","xnoir","2023-04-24T05:45:41.8410000-04:00","Committed to Purdue for Comp sci! 🚂 🚂 🚂","","🎉 (23),alphap (22),alphau (20),alphar (20),alphad (20),🇺 (20),alphae (20),🚂 (13),💻 (9),🧮 (8),🖤 (9),💛 (9)"
"849221532848095234","ahahana","2023-04-24T12:22:47.6280000-04:00","committed to Iowa State University as a CS major on a full tuition scholarship!! Go Cyclones!!","","coolblush (13),alphai (15),alphao (14),alphaw (14),alphaa (14),smug (7),🌪️ (8),💵 (5),🇮 (5),🇸 (5),🇺 (5)"
"181461298943492096","silkberries","2023-04-24T19:49:18.3810000-04:00","Committed to Carnegie Mellon University (CMU) for Computer Science‼️‼️‼️ thank u all for coming along wit this crazy college apps ride with me😭😭 could not have done it without u guys help. GO TARTANS🫡🫡‼️","","‼️ (39),💻 (24),alphac (34),alpham (33),alphau (33),🥳 (18),👍 (2),🔥 (2)"
"624229788239921205","sleepysleeper_","2023-04-24T20:13:21.8970000-04:00","committed to the university of rochester for biochemistry on a pre-med track!! go yellowjackets 🐝💛","","🎉 (22),🧠 (14),alphar (14),alphao (14),alphac (14),alphah (14),alphae (14),alphas (15),alphat (14),📧 (14),🇷 (13),🧪 (8),🐝 (9),💛 (8)"
"285687526264668161","jeff6415","2023-04-25T10:13:56.3950000-04:00","Committed to Case Western for Biomedical Engineering (assuming nothing happens in waitlists). Lebron come back to Cleveland and go Spartans 🫡 :peepocelebrate: 🫡 :peepocelebrate: 🫡 :peepocelebrate:","","alphac (26),alphaw (20),alphar (18),alphau (17),🧬 (13),👨‍🔬 (11),🎉 (1)"
"189105600653819904","emreee","2023-04-25T21:36:41.8740000-04:00","Committed to University of Pennsylvania for Economics at the Wharton School. Mind blowing how just a couple months ago I was starting at the class of '26s commitments and I was mind blown looking at their amazing decisions. As a first generation student, I entered this cycle with no idea of how the admissions process worked but with the help of many amazing individuals in this server I'm going to the Ivy League. Genuinely thank you, thank you so much to everyone here, you guys have honestly changed my life :D","","🎉 (68),alphau (38),alphap (37),alphae (35),alphat (22),alphan (37),🇳 (36),🖊️ (24),duckheart (15),📈 (12),💸 (13),🏦 (11),roohappy (11),🇼 (10)"
"806753406113808415","wkhaw284","2023-04-25T23:01:32.7790000-04:00","Committed to UCR for Material Science and Engineering!","","👍 (19),🫡 (15),alphau (19),alphac (20),alphar (19),a2cdot (8),alphaw (8),❤️ (7),✅ (8),angerydoggo (5),alphat (6),🎉 (4)"
"748808561303355453","makin0429","2023-04-26T08:07:36.5450000-04:00","Committed to the University of Rochester for Computer Science and possibly minor in Econ! Go Yellowjackets~~~ 🐝","","🎉 (22),alphau (16),alphar (16),alphao (16),alphac (15),alphah (16),alphaw (13),🐝 (11),💛 (6),💻 (6),📈 (6)"
"339973294726053899","naiad","2023-04-26T20:21:08.9110000-04:00","Committed to Northwestern University, probably for econ but I'm really not sure!  Coming into the application process I knew little and A2C provided a lot of guidance which I'm very thankful for and I'm so grateful to be in the spot I'm in now.  Go Wildcats!  💜","","alphan (41),alphao (29),alphar (28),alphat (28),alphah (27),alphaw (27),alphae (27),alphas (27),🇹 (27),🇪 (27),🇷 (28),🇳 (27),🔛 (4),🔝 (4),💜 (10),🤍 (7),😼 (6),📈 (8)"
"627265043527892992","kingddd7777","2023-04-26T21:36:48.8540000-04:00","Committed to USC! Still thinking about what I want to do, but likely Finance/CS! Thank you A2C for all the support in this admissions process : ) I really appreciate my time with y'all here! GO TROJANS! ✌️","","alphau (39),alphas (31),alphac (30),💸 (10),✌️ (12),💻 (6),❤️ (9),💛 (7)"
"290996858992721920","pi3rce","2023-04-26T22:09:52.6560000-04:00","committed to Saint Anselm College to compete at the DII level for track and field! HAWKS SOAR HIGHER 💙🤍","","🎉 (20),🏃 (11),alphas (11),alphaa (11),alphac (11),💙 (9),🤍 (7),🎊 (1)"
"152580649335783424","himothyyyy","2023-04-26T23:40:30.0200000-04:00","Committed to Harvard College for CS. Roll Crimson! :alphah:","","alphah (59),alphaa (31),alphar (29),alphav (27),🇦 (26),🇷 (26),alphad (27),🎉 (17),💻 (14),♥️ (12),b4m (11),roohappy (9),alphat (2)"
"603611067062681613","forky_fork_","2023-04-27T02:36:06.1520000-04:00","committed to USC for environmental engineering! FIGHT ON! ✌️","","alphau (34),alphas (28),alphac (26),❤️ (16),💛 (14),✌️ (14),🎉 (2)"
"713253268662255637","tuviera","2023-04-27T15:37:57.9600000-04:00","committed to the university of notre dame as a hesburgh-yusko scholar and a glynn family honors scholar! planning to major in political science and minor in PPE!! go irish ☘︎︎ 💛 ☘︎","","alphan (32),alphad (27),🔥 (20),👍 (12),kittyblush (14),a2chad (12),bongoheart (12),🎉 (1)"
"768543448033919006","lynxeonliv","2023-04-27T15:52:10.0570000-04:00","Committed to Johns Hopkins for Biology and Film on a Pre-Med track! GO BLUE JAYS!!!  🥳 🎉  💙 🤍 💙 🤍","","alphaj (28),alphah (23),alphau (23),🧬 (15),💙 (15),📽️ (12),🤍 (12),🎉 (12)"
"323215850268262401","alangorilla","2023-04-27T19:40:09.4440000-04:00","Committed to Northwestern University for Econ and/or IE and/or CS! Go Wildcats! 💜","","💜 (24),🎉 (17),alphan (18),alphao (15),alphar (15),alphat (15),alphah (15),alphaw (16),alphae (15),alphas (15),🇹 (15),🇪 (15),🇷 (15),🇳 (15)"
"492409252976001041","defnotm1ch","2023-04-27T20:21:29.9960000-04:00","Committed to Cornell University for Electrical and Computer Engineering! GO BIG REDDD!  ❤️  🐻","","🎉 (29),alphac (18),alphao (17),alphar (16),alphan (16),alphae (15),alphal (17),🇱 (16),🌽 (13),🐻 (13),catyes (11)"
"420373991228964866","divergencepoint","2023-04-27T20:46:01.1670000-04:00","committed to Case Western Reserve University for physics, pre med!! go spartans! 💙","","alphac (31),alphaa (26),alphas (24),alphae (23),🎉 (25),catyes (15),⭐ (1),🎊 (1),👩‍🔬 (1),🥳 (1)"
"475146699312988183","gigaswag","2023-04-27T22:34:24.4320000-04:00","Committed to Vandy for Biomedical Engineering on a pre-med track! It's been a wild ride :) ANCHOR DOWN ⚓️👇‼️","","alphav (33),alphaa (25),alphan (22),🇩 (21),alphay (22),🎉 (15),⚓ (9),alphae (2),🎊 (2)"
"456226577798135808","Deleted User","2023-04-27T22:49:22.5970000-04:00","Committed to Princetonnnnnnnnnnn🎉🎉🎉🎉🎉🎉🎉🎉 I kinda ate down with this one ngl, plan to major in CS AB and potentially minor in Geosciences! So glad to finally be done and thankful to everyone who supported me throughout! Go tigers✨🐯","","blobheart (40),👍 (29),🐯 (30),alphap (25),alphar (19),alphai (20),alphan (20),alphac (19),alphae (19),alphat (19),alphao (19),🇳 (18),🐅 (14)"
"542470229612036116",".tylerw","2023-04-28T06:17:21.6280000-04:00","Committed to Grinnell College where I plan to pursue an independent major in Logic and Computation (combining cs, linguistics, math, and philosophy into one degree). #GoPioneers 🌾🌽","","alphag (26),alphar (17),↩️ (11),alphai (17),alphan (16),🇳 (15),alphae (15),alphal (15),🇱 (14),😁 (2),🎉 (1)"
"739533537996439582","vanshu01","2023-04-28T10:07:35.3040000-04:00","Committed to Virginia Tech for Computer Science and a possible minor in Business! Go Hokies!! ❤️ 🧡","","alphav (31),alphat (26),🎉 (15),💻 (12),❤️ (5),🧡 (5)"
"235815696578248705","imnotangie","2023-04-28T13:11:47.9800000-04:00","Committed to the University of Michigan's Ross School of Business for... well business!! Gonna be a wolverine for 8 years!! GO BLUE 💙 💛 ‼️","","alphau (36),alpham (33),alphai (30),alphac (28),alphah (28),alphar (18),alphao (19),alphas (18),🇸 (18),💙 (12),👌 (7),💛 (9),💼 (7)"
"297886153967796224","spartansoap.","2023-04-28T17:47:31.0940000-04:00","committed to william and mary, majoring in government and minoring in theater!","","alphaw (26),alphai (18),alphal (17),🇱 (16),🇮 (15),alphaa (18),alpham (16),🇦 (16),alphan (17),alphad (15),🇲 (18),🅰️ (15),alphar (18),alphay (15),👨‍⚖️ (13),🎭 (9)"
"720757619215695964","nope17","2023-04-28T22:59:40.4440000-04:00","super excited to be committed to princeton to study computer science, dream come true!! go tigers!! 🐯 🧡 🖤","","alphap (41),alphai (23),alphat (24),alphao (22),🇳 (22),🔥 (13),🎉 (14),🇺🇸 (9),🥰 (9),🐅 (14),💻 (8),🧡 (11),🖤 (9),zoopreverse (15),🇷 (18),alphan (17),alphac (17),🇪 (1)"
"689197675647991844","tunafish5555","2023-04-29T01:44:14.0420000-04:00","Committed to Northeastern University for Computer Science! Go Huskies!!! ❤️🖤","","alphan (26),alphao (19),alphar (19),alphat (17),alphah (18),alphae (19),alphaa (18),alphas (18),🇹 (18),🇪 (18),🇷 (18),🇳 (16),🎊 (11),⭐ (8),peepocelebrate (8)"
"697835254538436681","yoadhv","2023-04-29T11:36:57.9620000-04:00","committed to NC State for engineering, lesgooooo wolfpack! awoooooooooo","","alphan (28),alphac (20),alphas (22),alphau (18),🐺 (13),🎉 (10),⭐ (7),peepocelebrate (7)"
"218899122328043520","yourbuddy_","2023-04-29T16:33:36.9610000-04:00","Committed to Amherst College for math and econ!!!!! Go Mammoths 🦣🦣🦣!!!","","alphaa (29),alpham (20),alphah (19),alphae (18),alphar (18),alphas (18),alphat (18),🎉 (10),🔢 (7),📈 (8),🦣 (12)"
"539905562645626917","f0rum._","2023-04-29T16:33:48.3330000-04:00","super stoked to be going to Lehigh University for the Computer Science and Business Honors program on a full ride! GO MOUNTAINHAWKS! 🤎 🤍","","alphal (26),alphae (21),alphah (19),alphai (19),alphag (19),🇭 (19),💻 (9),💼 (8),🗻 (6),🦅 (7),🤎 (7),🤍 (6)"
"705126696830894171","kirbydude25","2023-04-29T17:41:11.5500000-04:00","Committed to Rutgers-New Brunswick for Computer Science as part of the Honors College! Go Scarlet Knights!","","blobrainbow (26),alphar (19),alphau (19),alphat (19),alphag (18),alphae (19),🇷 (19),alphas (19),🎉 (10),💻 (9)"
"778099746706292746","suz4831","2023-04-29T17:51:41.3750000-04:00","Committed to UC Berkeley for econ! Go bears!!!!🐻🐻🐻","","alphau (34),alphac (26),alphab (27),💙 (13),💛 (12),🐻 (16),catyes (8),📈 (7)"
"395606799799287808","dabaiji","2023-04-29T21:21:28.5510000-04:00","Committed to the School of Visual Arts for Illustration! Go  Squids! 🦑🦃","","🦑 (27),catyes (16),🎨 (13),🖌️ (12),🎉 (1)"
"1036647439370813440","itsmeomg","2023-04-30T00:39:28.7650000-04:00","Committed to Stanford University with hopes of studying math, data sci, econ, or ms&e!! It was a very difficult decision for me but I’m super excited for these next four years ❤️🌲","","alphas (52),🌲 (26),snapped (24),🎊 (20),🎉 (20),🔢 (12),💻 (13),📈 (10)"
"377515577050398723","skullrider56","2023-04-30T12:24:42.6120000-04:00","Committed to George Mason University and their Honors College as a business student. Immensely grateful for the opportunity and beyond thankful to my parents, teachers, guidance counselor, and everyone else who made it possible. GO PATRIOTS!! 💚 💚 💚","","alphag (25),alphae (18),alphao (18),alphar (18),🇬 (16),📧 (15),alpham (17),alphaa (15),alphas (15),🇴 (15),alphan (15),🎉 (15),💚 (12),💼 (8)"
"689499118560739331","smosmosmo","2023-04-30T14:42:40.3650000-04:00","Committed to the University of Waterloo for Co-op Mathematics/Financial Analysis and Risk Management! Go Warriors! 🖤💛","","alphaw (24),alphaa (18),alphat (19),alphae (19),alphar (20),alphal (18),alphao (17),🅾️ (16),🎉 (10),duckcool (10),📈 (10),stonks (7)"
"425202470495453184","archer_2049","2023-04-30T14:59:31.6010000-04:00","Committed to the University of Illinois at Urbana-Champagne for Electrical Engineering !!! Go Illini !!!","","alphau (28),alphai (25),🇺 (23),alphac (22),🧡 (10),💙 (10),🔌 (11),⚙️ (10),⚡ (7)"
"719313859025829909","orangutan05","2023-04-30T17:01:00.8420000-04:00","Committed to Brown University intending to concentrate in Mathematics and Applied Math-Computer Science! GO BEARS!! 🐻","","🅱️ (36),alphar (27),alphao (27),alphaw (26),alphan (26),🐻 (17),🤎 (12),🔢 (11),💻 (10),cursedmoon (2),catban (2),angerydoggo (2),catangy (3),alphaf (2),alphaj (2),alpham (2),alphaa (2),carljoy (2),um (2)"
"787748204648333373","crrimm","2023-04-30T17:28:34.5500000-04:00","Committed to Harvard University for Molecular and Cellular Biology or History and Science on a pre-med track!! So blessed and excited to spend my next 4 years here and hopefully also in med school! GO CRIMSON :alphah: ‼️","","⭐ (35),upvote (23),alphah (35),alphaa (21),alphar (21),✅ (17),4️⃣ (18),®️ (16),alphad (17),🧬 (8),alphat (6)"
"776695224926994452","actionflight","2023-04-30T18:54:59.5860000-04:00","super excited to say that I have committed to rutgers-new brunswick at the school of engineering, hoping to major in civil or industrial engineering, keeping my options open to switch to business as well. GO SCARLET KNIGHTS!!!","","alphar (33),alphau (29),🇷 (21),🅰️ (21),alphad (17),®️ (13),🇦 (14),👷‍♂️ (6),💼 (6),🎉 (2)"
"456908160008060928","diamondninjax","2023-05-01T11:25:49.8600000-04:00","Ik most y'all know of my dad's $200k debt already and probably wanna know where I'm committing—well, it's to Fordham University!!! Ik, unexpected, but at the end of the day I think going to GSB is gonna pull through with a solid job if transfers go wrong. **GO RAMS!!!**","","❤️ (32),alphaf (21),alphao (19),alphar (20),alphad (18),alphah (18),alphaa (18),alpham (18),🐏 (12),👨‍🦳 (8)"
"295267558955679745","kani01","2023-05-01T11:38:59.9110000-04:00","Committed to Rice University for mechanical engineering! Go Owls!!!","","🥳 (29),alphar (18),alphai (18),alphac (18),alphae (17),🦉 (8),🤖 (6),🦾 (6),🍚 (6)"
"449988478789353473","oogzboogz","2023-05-01T11:47:24.0290000-04:00","Committed to Texas A&M for Electrical and Computer Engineering! Proud to be a part of the Aggie family!","","🥳 (27),alphat (18),alphaa (18),alpham (18),alphau (17),🔌 (8),💻 (9),👍 (11),🇬 (9),🇮 (10),alphag (9),🇪 (9),🇲 (9)"
"563386402012921900","mayert","2023-05-01T13:03:37.8980000-04:00","I'm committed to the College of William and Mary for History and Government!! Go Tribe 🧡 💚","","alphaw (29),➕ (20),alpham (20),👨‍⚖️ (13),🧡 (14),💚 (15),🎉 (3)"
"355512042851008513","giga5","2023-05-01T15:31:18.2360000-04:00","Committed to Carleton college for math and linguistics. Time for the ultimate frisbee school 🥏
GO KNIGHTS! 💛💙","","🎉 (18),alphac (14),alphaa (12),alphar (12),alphal (12),alphae (12),alphat (11),alphao (12),alphan (12)"
"500248435363020800","milk_kouhai","2023-05-01T16:49:13.3700000-04:00","committed to Princeton for biology (premed). yay. Go lion ❤️‍🩹💞💖","","alphap (35),alphar (22),alphai (22),alphan (20),alphac (20),alphae (20),alphat (21),alphao (21),🇳 (21),🐅 (19)"
"631910523696578570","strawberrybounce_","2023-05-01T17:06:56.7050000-04:00","committed to Tulane University undeclared 🌊 🌊 !!  shoutout to the friends i've made in the server cause i didn't really use a2c before my process came to a close :echatk_hearts:  ROLL WAVE!!!!! 💚💚🤍🤍🩵🩵","","alphat (25),alphau (21),alphal (21),alphaa (19),alphan (19),alphae (19),🌊 (17),👋 (11)"
"916009216467140628","petroleosmexicanos","2023-05-01T17:47:29.6060000-04:00","Committed to Montclair State University for Visual Arts 🤯 Go red hawks!!1 😻🥶🔥💯","","🎨 (17),alpham (17),alphao (17),alphan (17),alphat (17),alphac (14),alphal (14),alphaa (14),alphai (14),alphar (13)"
"456226577798135808","Deleted User","2023-05-01T19:18:19.9110000-04:00","committed to studying engineering at École Centrale de Nantes and have also been given the opportunity to work with a professor on an offshore wind farm project.

💛💙","","alphae (26),alphac (20),alphad (19),alphan (20),🌬️ (15),👨‍🏫 (16),🎉 (3)"
"698260246958833664","gaspardrobo","2023-05-01T19:20:56.5410000-04:00","Committed to UCLA for Pre. Data Theory! Go bruins 🐻 ! (looking for roommates dm me!)","","alphau (31),alphac (26),alphal (26),alphaa (25),🐻 (14),💙 (11),💛 (10),🔢 (7),🅱️ (3),🖖 (5)"
"527065353449111554","yuzurufuji","2023-05-01T19:58:52.6010000-04:00","Committed to CWRU for Econ/data science (potential)! Go Spartan! ⚔️💙🤍
(Girls looking for a roommate, dm me!!!)","","alphac (21),alphaw (19),alphar (19),alphau (19),💻 (9),🎉 (6)"
"287771375215706125","shoerock98","2023-05-01T20:01:31.8650000-04:00","committed to hamilton college for sociology on a pre-law track! after fighting for my life this past week, i've finally caved in and did it. hamiltons catch phrase is cringe so um go blue lol","","alphah (25),alphaa (20),alpham (19),alphai (19),alphal (17),alphat (17),alphao (17),alphan (17),💙 (12),🥶 (12),🎉 (7),👩‍⚖️ (8)"
"704848237932314744","fxdewyd","2023-05-01T20:02:46.2090000-04:00","Commited to ASU for Marketing (Digital and Integrated Marketing Communications). My younger self would’ve never thought I would’ve gotten in any colleges, but here we are. Forks Up!!!  🔱 🔱","","alphaa (26),alphas (21),alphau (21),🌞 (15),😈 (11),🔱 (13),🌴 (10),❤️ (8),💛 (8),📊 (7),💼 (7),a2cdot (6),👀 (6),Poggies1 (1)"
"298957855942508544","goomykino","2023-05-01T20:15:08.8470000-04:00","Committed to the University of Wisconsin-Madison's college of Letters and Sciences for Poli Sci!","","alphau (25),alphaw (19),alpham (19),alphaa (18),alphad (16),alphai (15),alphas (14),alphao (14),alphan (15),🦡 (8),❤️ (8),🤍 (8),📜 (7)"
