name,university
user867,University of Texas at Austin
user868,Colby College
user869,University of Southern California
user870,University of California Riverside
user871,Georgetown University
user872,University of North Carolina Chapel Hill
user873,Carnegie Mellon University
user874,American University
user875,Northeastern University
user876,University at Buffalo SUNY
user877,Carnegie Mellon University
user878,University of Illinois Urbana Champaign
user879,University of California Berkeley
user880,Purdue University
user881,University of California Santa Barbara
user882,Princeton University
user883,Cornell University
user884,Wake Forest University
user885,Purdue University
user886,Northeastern University
user887,Colby College
user888,Purdue University
user889,University of North Carolina
user890,Purdue University
user891,University of Michigan
user892,University of Chicago
user893,State University of New York College of Environmental Science and Forestry
user894,University of Illinois Urbana Champaign
user895,University of Michigan
user896,Purdue University
user897,Macalester College
user898,University of California Merced
user899,University of California Santa Barbara
user900,Bucknell University
user901,Massachusetts Institute of Technology
user902,Ohio State University
user903,Lehigh University
user904,Princeton University
user905,University of Michigan
user906,University of California Berkeley
user907,Georgia Institute of Technology
user908,University of Illinois Urbana Champaign
user909,George Washington University
user910,Princeton University
user911,Harvard University
user912,University of California Berkeley
user913,University of California Los Angeles
user914,Harvard University
user915,Texas A&M University
user916,University of California Los Angeles
user917,University of Toronto
user918,University of Michigan
user919,University of California Los Angeles
user920,University of Toronto
user921,University of Chicago
user922,Harvard University
user923,University of Illinois Urbana Champaign
user924,University of California Santa Cruz
user925,University of California Santa Barbara
user926,Massachusetts Institute of Technology
user927,University of Southern California
user928,Washington and Lee University
user929,Brown University
user930,Northeastern University
user931,University of Illinois Urbana Champaign
user932,University of Michigan
user933,University of Wisconsin Madison
user934,University of Pennsylvania
user935,Worcester Polytechnic Institute
user936,University of Michigan
user937,Princeton University
user938,University of California Santa Barbara
user939,University of Pennsylvania
user940,Harvard University
user941,University of Massachusetts Amherst
user942,University of Rochester
user943,Vassar College
user944,Harvard University
user945,University of California Los Angeles
user946,Wake Forest University
user947,Washington University in St Louis
user948,Boston Conservatory at Berklee
user949,Pennsylvania State University
user950,University of Southern California
user951,University of California Los Angeles
user952,University of California Irvine
user953,Duke University
user954,Louisiana State University
user955,Rice University
user958,Carnegie Mellon University
user959,University of California Irvine
user960,Rice University
user961,Massachusetts Institute of Technology
user962,Brown University
user963,College of William & Mary
user964,Yale University
user965,Stanford University
user966,Boston University
user967,Bowdoin College
user968,New York University
user969,Santa Clara University
user970,Santa Clara University
user971,Princeton University
user972,University of Florida
user973,Stanford University
user974,University of Nevada Reno
user975,Cornell University
user976,University of Michigan
user977,University of Florida
user978,Harvard University
user979,University of Cincinnati
user980,Stanford University
user981,Hong Kong University of Science and Technology
user982,Rice University
user983,Georgetown University
user984,Carnegie Mellon University
user985,Cornell University
user986,Duke University
user987,Harvard University
user988,Vassar College
user989,Harvard University
user990,University of Southern California
user991,Cornell University
user992,University of Massachusetts Amherst
user993,The Ohio State University
user994,Purdue University
user995,University of California Los Angeles
user996,University of California Berkeley
user997,University of Massachusetts Amherst
user998,Bates College
user999,Carleton College
user1000,Grambling State University
user1001,Carnegie Mellon University
user1002,Iowa State University
user1003,Stanford University
user1004,Ithaca College
user1005,Princeton University
user1006,Georgetown University
user1007,University of Texas at Austin
user1008,Carnegie Mellon University
user1009,University of California Berkeley
user1010,Williams College
user1011,The Cooper Union
user1012,Rensselaer Polytechnic Institute
user1013,Stanford University
user1014,University of Illinois Urbana Champaign
user1015,University of Illinois Urbana Champaign
user1016,Cornell University
user1017,Mount Holyoke College
user1018,University of Toronto
user1019,University of Michigan
user1020,Yale University
user1021,Claremont McKenna College
user1022,University of Virginia
user1023,University of South Florida
user1024,California Institute of the Arts
user1025,University of California Berkeley
user1026,Brown University
user1027,Cornell University
user1028,Purdue University
user1029,University of San Diego
user1030,University of Waterloo
user1031,Northwestern University
user1032,Wellesley College
user1033,University of Wisconsin Madison
user1034,Arizona State University
user1035,Macalester College
user1036,University of Southern California
user1037,Purdue University
user1038,Ohio State University
user1039,Michigan State University
user1040,Cornell University
user1042,University of Texas at Austin
user1043,University of California Santa Cruz
user1044,University of Connecticut
user1046,University of Southern California
user1047,King Saud University
user1048,Florida Tech
user1049,Amsterdam University College
user1050,University of California San Diego
user1051,University of Illinois Urbana Champaign
user1052,University of California Los Angeles
user1053,California State University Monterey Bay
user1054,Purdue University
user1055,University of Washington
user1056,New York University
user1057,University of Southern California
